质量等级,count,rate
良,1495,0.4937252311756935
优,1036,0.34214002642007924
轻度污染,362,0.11955085865257596
中度污染,91,0.030052840158520475
重度污染,36,0.011889035667107
严重污染,8,0.002642007926023778
