质量等级,count,rate
良,1682,0.6464258262874711
轻度污染,390,0.1498847040737894
优,364,0.1398923904688701
中度污染,94,0.0361260568793236
严重污染,40,0.015372790161414296
重度污染,32,0.012298232129131437
