质量等级,count,rate
优,1282,0.49345650500384913
良,1073,0.41301000769822943
轻度污染,179,0.06889915319476521
中度污染,45,0.017321016166281754
重度污染,17,0.006543494996150885
严重污染,2,0.0007698229407236335
