质量等级,count,rate
良,1573,0.5196564255037991
轻度污染,641,0.2117608192930294
优,331,0.10934919061777337
中度污染,231,0.07631318136769079
重度污染,129,0.04261645193260654
严重污染,122,0.04030393128510076
