质量等级,count,rate
良,1410,0.4757085020242915
优,763,0.2574224021592443
轻度污染,466,0.1572199730094467
中度污染,191,0.06443994601889338
重度污染,78,0.02631578947368421
严重污染,56,0.018893387314439947
