质量等级,count,rate
良,1339,0.5146041506533435
优,870,0.33435818601076095
轻度污染,297,0.11414296694850115
中度污染,73,0.028055342044581093
重度污染,17,0.0065334358186010764
严重污染,6,0.0023059185242121443
