metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,2,80.0,80.0,66.46803743153546,33.0,37.7,56.5,103.5,122.3,127.0,,,0.0
当天AQI排名,2,191.5,191.5,238.2949852598665,23.0,39.85,107.25,275.75,343.15,360.0,,,0.0
PM2.5,2,58.5,58.5,53.033008588991066,21.0,24.75,39.75,77.25,92.25,96.0,,,0.0
PM10,2,71.5,71.5,60.10407640085654,29.0,33.25,50.25,92.75,109.75,114.0,,,0.0
So2,2,19.5,19.5,19.091883092036785,6.0,7.35,12.75,26.25,31.65,33.0,,,0.0
No2,2,29.5,29.5,23.33452377915607,13.0,14.65,21.25,37.75,44.35,46.0,,,0.0
Co,2,1.065,1.065,0.6717514421272202,0.59,0.6375,0.8275,1.3025,1.4925,1.54,,,0.0
O3,2,53.5,53.5,19.091883092036785,40.0,41.35,46.75,60.25,65.65,67.0,,,0.0
