metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,3022,60.38285903375248,53.0,31.352318926223322,11.0,26.0,40.0,73.0,116.0,415.0,2.6571556238710237,16.184343245214755,0.0
当天AQI排名,3022,139.47088021178027,127.0,84.92106453684917,1.0,21.0,71.0,199.0,297.0,365.0,0.47241859454440965,-0.5810152187449016,0.0
PM2.5,3022,36.27498345466579,29.0,26.03312183016383,2.0,10.0,18.0,47.0,86.0,389.0,2.428577940874541,15.046307470847013,0.0
PM10,3022,61.70185307743216,52.0,40.40703352183473,8.0,20.0,36.0,77.0,130.0,791.0,4.147653075381379,48.69079403898048,0.0
So2,3022,23.229649238914625,15.0,23.001997692759808,2.0,5.0,9.0,27.0,76.0,162.0,2.3376227656706177,6.075901708195666,0.0
No2,3022,22.94804765056254,21.0,11.170474089640745,2.0,8.0,14.25,30.0,44.0,66.0,0.7310006821447742,0.10264958001408475,0.0
Co,3022,1.064182660489742,0.97,0.46976619903047834,0.14,0.5,0.68,1.35,1.9494999999999982,3.38,0.9922632242106061,1.015683187507932,0.0
O3,3022,56.91661151555262,54.0,25.0155925297272,2.0,21.0,38.0,73.0,101.0,167.0,0.6388516828777452,0.4895270374329086,0.0
