质量等级,count,rate
优,1554,0.5972328977709455
良,925,0.3554957724827056
轻度污染,97,0.03727901614142967
中度污染,15,0.005764796310530361
严重污染,6,0.0023059185242121443
重度污染,5,0.001921598770176787
