质量等级,count,rate
良,1552,0.5464788732394367
优,702,0.2471830985915493
轻度污染,404,0.14225352112676057
中度污染,107,0.03767605633802817
重度污染,43,0.015140845070422536
严重污染,32,0.011267605633802818
