质量等级,count,rate
良,1535,0.5372768638431922
优,781,0.2733636681834092
轻度污染,375,0.1312565628281414
中度污染,101,0.03535176758837942
重度污染,36,0.012600630031501575
严重污染,29,0.010150507525376268
