质量等级,count,rate
良,1177,0.45251826220684355
优,1036,0.39830834294502115
轻度污染,285,0.10957324106113034
中度污染,81,0.031141868512110725
重度污染,17,0.006535947712418301
严重污染,5,0.0019223375624759708
