质量等级,count,rate
良,1495,0.5229101084295208
优,690,0.24134312696747115
轻度污染,485,0.1696397341727877
中度污染,136,0.04756908009793634
重度污染,42,0.014690451206715634
严重污染,11,0.0038474991255683807
