质量等级,count,rate
良,1384,0.4573694646397885
优,1238,0.4091209517514871
轻度污染,305,0.10079312623925975
中度污染,68,0.02247191011235955
重度污染,26,0.008592200925313946
严重污染,5,0.0016523463317911435
