metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,3027,111.10736703006278,96.0,60.858563414017404,12.0,46.0,72.0,132.0,228.0,500.0,1.9793891016897216,6.082658043780766,0.0
当天AQI排名,3027,276.1278493557978,306.0,79.89605259868824,14.0,111.30000000000001,230.0,337.0,358.0,569.0,-1.0300707292153146,0.13674097440577704,0.0
PM2.5,3027,73.85265939874463,59.0,54.314055436948045,3.0,19.0,38.0,94.0,175.0,577.0,2.4109933939148274,10.642824192894762,0.0
PM10,3027,133.61413941195903,117.0,81.45875757300813,4.0,42.0,79.0,167.0,273.6999999999998,821.0,2.173970643793131,9.412673740347138,0.0
So2,3027,25.60918401057152,17.0,26.003969552358896,1.0,5.0,10.0,31.0,80.0,242.0,2.710622271210775,10.05014528956863,0.0
No2,3027,39.03633961017509,36.0,18.813605511982637,3.0,15.0,25.0,50.0,75.0,140.0,1.0037956435365418,1.2668970036983689,0.0
Co,3027,1.2540204823257348,1.07,0.8153997334380535,0.14,0.49,0.75,1.58,2.58,25.69,9.80991519358895,267.5063560438818,0.0
O3,3027,63.234555665675586,58.0,38.6018085725933,2.0,12.0,31.0,89.0,136.0,202.0,0.6179231645427297,-0.22976004261484917,0.0
