质量等级,count,rate
良,1800,0.5946481665014867
优,496,0.16385860588040965
轻度污染,478,0.15791212421539477
中度污染,152,0.050214734060125533
重度污染,62,0.020482325735051207
严重污染,39,0.01288404360753221
