年月,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3
2015-01,39.0,22.88888888888889,18.962962962962962,38.18518518518518,12.037037037037036,20.25925925925926,1.5422222222222222,40.074074074074076
2015-02,35.17857142857143,24.0,14.392857142857142,30.642857142857142,15.321428571428571,10.285714285714286,1.3278571428571428,54.75
2015-03,43.83870967741935,46.064516129032256,19.129032258064516,42.25806451612903,19.580645161290324,12.774193548387096,1.0919354838709678,67.16129032258064
2015-04,35.36666666666667,15.566666666666666,15.233333333333333,33.96666666666667,21.433333333333334,12.9,0.7173333333333333,46.333333333333336
2015-05,44.354838709677416,64.12903225806451,14.806451612903226,44.38709677419355,22.161290322580644,12.96774193548387,0.6658064516129032,59.87096774193548
2015-06,33.1,39.46666666666667,15.366666666666667,29.3,7.166666666666667,10.333333333333334,0.7603333333333333,45.53333333333333
2015-07,34.03225806451613,43.61290322580645,15.548387096774194,29.258064516129032,7.709677419354839,13.225806451612904,0.5790322580645161,33.45161290322581
2015-08,27.838709677419356,20.612903225806452,13.709677419354838,22.967741935483872,9.935483870967742,12.64516129032258,0.5461290322580645,23.322580645161292
2015-09,26.4,18.566666666666666,14.133333333333333,21.3,9.266666666666667,10.166666666666666,0.41833333333333333,15.7
2015-10,33.67741935483871,32.83870967741935,14.774193548387096,32.16129032258065,13.290322580645162,13.774193548387096,0.6748387096774194,26.129032258064516
2015-11,38.2,66.06666666666666,16.666666666666668,35.93333333333333,10.4,16.233333333333334,0.9510000000000001,31.7
2015-12,37.645161290322584,36.193548387096776,19.516129032258064,31.612903225806452,5.064516129032258,16.64516129032258,0.817741935483871,40.61290322580645
2016-01,31.806451612903224,20.032258064516128,16.0,25.870967741935484,11.64516129032258,16.322580645161292,0.5806451612903226,46.25806451612903
2016-02,31.379310344827587,12.551724137931034,15.0,21.448275862068964,9.89655172413793,12.413793103448276,0.53,51.06896551724138
2016-03,39.096774193548384,33.58064516129032,14.741935483870968,34.54838709677419,13.483870967741936,16.774193548387096,0.7419354838709677,60.96774193548387
2016-04,37.36666666666667,30.366666666666667,14.233333333333333,29.466666666666665,15.7,16.3,0.7963333333333333,61.4
2016-05,33.32258064516129,23.096774193548388,14.03225806451613,29.93548387096774,14.612903225806452,20.903225806451612,0.9906451612903227,45.193548387096776
2016-06,27.2,20.7,14.333333333333334,24.9,7.633333333333334,15.966666666666667,0.6536666666666666,26.833333333333332
2016-07,26.741935483870968,29.903225806451612,13.548387096774194,25.35483870967742,10.096774193548388,10.32258064516129,0.40258064516129033,15.516129032258064
2016-08,27.774193548387096,24.806451612903224,13.580645161290322,25.64516129032258,9.290322580645162,16.06451612903226,0.6090322580645161,28.193548387096776
2016-09,26.0,18.2,13.566666666666666,24.5,7.166666666666667,15.666666666666666,0.6453333333333333,20.6
2016-10,33.225806451612904,58.806451612903224,14.64516129032258,31.516129032258064,13.903225806451612,20.193548387096776,1.0887096774193548,34.354838709677416
2016-11,45.1,76.26666666666667,19.433333333333334,45.2,16.033333333333335,17.966666666666665,1.2193333333333334,36.166666666666664
2016-12,41.12903225806452,24.129032258064516,12.870967741935484,41.645161290322584,9.161290322580646,19.516129032258064,1.1212903225806452,44.354838709677416
2017-01,38.58064516129032,28.096774193548388,12.903225806451612,35.935483870967744,7.129032258064516,16.548387096774192,0.7732258064516129,56.25806451612903
2017-02,37.285714285714285,19.857142857142858,11.821428571428571,31.5,6.428571428571429,12.785714285714286,0.8903571428571428,63.17857142857143
2017-03,40.38709677419355,36.38709677419355,11.709677419354838,31.451612903225808,8.225806451612904,13.96774193548387,1.1274193548387097,72.80645161290323
2017-04,42.03333333333333,36.1,12.133333333333333,36.333333333333336,14.166666666666666,14.8,1.0263333333333333,69.26666666666667
2017-05,45.25806451612903,63.483870967741936,10.0,26.741935483870968,11.129032258064516,16.06451612903226,0.9664516129032258,83.48387096774194
2017-06,40.13333333333333,94.7,6.4,25.966666666666665,8.4,12.033333333333333,0.6736666666666667,70.9
2017-07,37.645161290322584,82.87096774193549,8.225806451612904,33.61290322580645,9.903225806451612,12.03225806451613,0.565483870967742,55.29032258064516
2017-08,38.67741935483871,102.54838709677419,6.32258064516129,35.064516129032256,8.67741935483871,19.35483870967742,0.5896774193548387,56.0
2017-09,33.166666666666664,47.766666666666666,5.0,28.366666666666667,10.033333333333333,9.2,0.6016666666666667,51.93333333333333
2017-10,37.56666666666667,86.16666666666667,7.466666666666667,36.6,9.666666666666666,13.666666666666666,0.5553333333333333,44.333333333333336
