metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,1,126.0,126.0,,126.0,126.0,126.0,126.0,126.0,126.0,,,0.0
当天AQI排名,1,324.0,324.0,,324.0,324.0,324.0,324.0,324.0,324.0,,,0.0
PM2.5,1,73.0,73.0,,73.0,73.0,73.0,73.0,73.0,73.0,,,0.0
PM10,1,202.0,202.0,,202.0,202.0,202.0,202.0,202.0,202.0,,,0.0
So2,1,12.0,12.0,,12.0,12.0,12.0,12.0,12.0,12.0,,,0.0
No2,1,48.0,48.0,,48.0,48.0,48.0,48.0,48.0,48.0,,,0.0
Co,1,1.46,1.46,,1.46,1.46,1.46,1.46,1.46,1.46,,,0.0
O3,1,52.0,52.0,,52.0,52.0,52.0,52.0,52.0,52.0,,,0.0
