metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,1,97.0,97.0,,97.0,97.0,97.0,97.0,97.0,97.0,,,0.0
当天AQI排名,1,284.0,284.0,,284.0,284.0,284.0,284.0,284.0,284.0,,,0.0
PM2.5,1,38.0,38.0,,38.0,38.0,38.0,38.0,38.0,38.0,,,0.0
PM10,1,144.0,144.0,,144.0,144.0,144.0,144.0,144.0,144.0,,,0.0
So2,1,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,,,0.0
No2,1,29.0,29.0,,29.0,29.0,29.0,29.0,29.0,29.0,,,0.0
Co,1,0.37,0.37,,0.37,0.37,0.37,0.37,0.37,0.37,,,0.0
O3,1,68.0,68.0,,68.0,68.0,68.0,68.0,68.0,68.0,,,0.0
