质量等级,count,rate
优,1549,0.5955401768550558
良,985,0.37870049980776627
轻度污染,53,0.020376778162245292
中度污染,9,0.0034602076124567475
严重污染,3,0.0011534025374855825
重度污染,2,0.0007689350249903883
