metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,2598,50.28560431100847,47.0,23.292171492384774,11.0,20.0,34.0,62.0,93.0,209.0,1.2848240852827655,3.4570130168560977,0.0
当天AQI排名,2598,120.98075442648191,113.0,77.26497531460367,1.0,15.0,58.0,172.0,265.0,363.0,0.5391300805216349,-0.3549989170129866,0.0
PM2.5,2598,25.028483448806774,18.0,18.875408659671866,5.0,7.0,12.0,32.0,63.0,161.0,1.9599854931297775,5.401925091368899,0.0
PM10,2598,53.26250962278676,47.0,31.67364001605246,8.0,17.0,29.0,68.0,118.0,250.0,1.3566670859679533,2.4026566605885007,0.0
So2,2598,8.264434180138569,5.0,8.84625305942977,1.0,1.0,3.0,11.0,27.0,88.0,2.383985501834837,8.058308608529991,0.0
No2,2598,17.73518090839107,16.0,9.480210717609504,1.0,5.0,11.0,23.0,36.0,62.0,1.0000677296369285,1.187566758778246,0.0
Co,2598,0.7741608929946113,0.69,0.3742177675135275,0.14,0.31,0.53,0.94,1.501500000000001,3.45,1.6122576303095306,4.8881621829906505,0.0
O3,2598,43.56466512702079,42.0,18.24817824718491,4.0,16.0,30.0,55.0,77.0,119.0,0.44511022391045846,-0.035279995161595856,0.0
