质量等级,count,rate
良,1530,0.534965034965035
优,871,0.30454545454545456
轻度污染,357,0.12482517482517483
中度污染,76,0.026573426573426574
重度污染,18,0.006293706293706294
严重污染,8,0.002797202797202797
