metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,1,33.0,33.0,,33.0,33.0,33.0,33.0,33.0,33.0,,,0.0
当天AQI排名,1,21.0,21.0,,21.0,21.0,21.0,21.0,21.0,21.0,,,0.0
PM2.5,1,19.0,19.0,,19.0,19.0,19.0,19.0,19.0,19.0,,,0.0
PM10,1,31.0,31.0,,31.0,31.0,31.0,31.0,31.0,31.0,,,0.0
So2,1,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,,,0.0
No2,1,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,,,0.0
Co,1,0.25,0.25,,0.25,0.25,0.25,0.25,0.25,0.25,,,0.0
O3,1,65.0,65.0,,65.0,65.0,65.0,65.0,65.0,65.0,,,0.0
