质量等级,count,rate
良,1513,0.49966974900924704
优,869,0.2869881109643329
轻度污染,413,0.13639365918097754
中度污染,146,0.04821664464993395
重度污染,61,0.020145310435931308
严重污染,26,0.008586525759577279
