质量等级,count,rate
良,1571,0.5188243064729194
优,1063,0.3510568031704095
轻度污染,271,0.08949801849405548
中度污染,93,0.03071334214002642
重度污染,29,0.009577278731836196
严重污染,1,0.00033025099075297226
