质量等级,count,rate
良,1252,0.4811683320522675
优,998,0.3835511145272867
轻度污染,253,0.09723289777094543
中度污染,73,0.028055342044581093
重度污染,24,0.009223674096848577
严重污染,2,0.0007686395080707148
