质量等级,count,rate
良,1552,0.5236167341430499
优,712,0.24021592442645073
轻度污染,477,0.16093117408906882
中度污染,155,0.05229419703103914
重度污染,42,0.01417004048582996
严重污染,26,0.008771929824561403
