质量等级,count,rate
良,1479,0.49898785425101216
优,944,0.3184885290148448
轻度污染,395,0.13326585695006748
中度污染,95,0.03205128205128205
重度污染,35,0.011808367071524967
严重污染,16,0.005398110661268556
