metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,1,226.0,226.0,,226.0,226.0,226.0,226.0,226.0,226.0,,,0.0
当天AQI排名,1,337.0,337.0,,337.0,337.0,337.0,337.0,337.0,337.0,,,0.0
PM2.5,1,76.0,76.0,,76.0,76.0,76.0,76.0,76.0,76.0,,,0.0
PM10,1,357.0,357.0,,357.0,357.0,357.0,357.0,357.0,357.0,,,0.0
So2,1,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,,,0.0
No2,1,29.0,29.0,,29.0,29.0,29.0,29.0,29.0,29.0,,,0.0
Co,1,0.35,0.35,,0.35,0.35,0.35,0.35,0.35,0.35,,,0.0
O3,1,54.0,54.0,,54.0,54.0,54.0,54.0,54.0,54.0,,,0.0
