质量等级,count,rate
良,1351,0.4728736436821841
优,1223,0.42807140357017853
轻度污染,231,0.0808540427021351
中度污染,38,0.013300665033251663
重度污染,8,0.00280014000700035
严重污染,6,0.0021001050052502626
