质量等级,count,rate
良,1542,0.5926210607225212
优,579,0.22252113758647193
轻度污染,370,0.14219830899308225
中度污染,88,0.033820138355111454
重度污染,14,0.005380476556495004
严重污染,9,0.0034588777863182167
