质量等级,count,rate
良,1494,0.574173712528824
优,472,0.1813989239046887
轻度污染,415,0.15949269792467333
中度污染,153,0.058800922367409685
重度污染,56,0.021521906225980016
严重污染,12,0.004611837048424289
