质量等级,count,rate
优,1373,0.4534346103038309
良,1248,0.41215323645970936
轻度污染,291,0.09610303830911493
中度污染,87,0.028731836195508585
重度污染,24,0.007926023778071334
严重污染,5,0.0016512549537648614
