质量等级,count,rate
良,1370,0.452443857331572
轻度污染,702,0.23183619550858653
优,297,0.09808454425363276
中度污染,277,0.09147952443857331
严重污染,209,0.0690224570673712
重度污染,173,0.0571334214002642
