质量等级,count,rate
良,1102,0.42368319876970395
优,682,0.2622068435217224
严重污染,264,0.10149942329873125
轻度污染,263,0.10111495578623607
中度污染,149,0.05728565936178393
重度污染,141,0.05420991926182238
