质量等级,count,rate
良,1518,0.5836216839677048
优,810,0.31141868512110726
轻度污染,218,0.08381391772395233
中度污染,26,0.009996155324875048
严重污染,21,0.008073817762399077
重度污染,8,0.0030757400999615533
