质量等级,count,rate
良,1632,0.5391476709613479
轻度污染,571,0.1886356128179716
优,373,0.12322431450280806
中度污染,223,0.07367030062768418
严重污染,116,0.0383217707300958
重度污染,112,0.0370003303600925
