质量等级,count,rate
良,1680,0.5668016194331984
优,948,0.31983805668016196
轻度污染,269,0.0907557354925776
中度污染,54,0.018218623481781375
重度污染,12,0.004048582995951417
严重污染,1,0.00033738191632928474
