质量等级,count,rate
良,1313,0.44298245614035087
优,1143,0.3856275303643725
轻度污染,319,0.10762483130904184
中度污染,115,0.038798920377867745
重度污染,39,0.013157894736842105
严重污染,35,0.011808367071524967
