质量等级,count,rate
良,1450,0.47886393659180976
优,986,0.32562747688243066
轻度污染,397,0.13110964332893
中度污染,133,0.04392338177014531
重度污染,40,0.013210039630118891
严重污染,22,0.00726552179656539
