metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,1,97.0,97.0,,97.0,97.0,97.0,97.0,97.0,97.0,,,0.0
当天AQI排名,1,283.0,283.0,,283.0,283.0,283.0,283.0,283.0,283.0,,,0.0
PM2.5,1,39.0,39.0,,39.0,39.0,39.0,39.0,39.0,39.0,,,0.0
PM10,1,143.0,143.0,,143.0,143.0,143.0,143.0,143.0,143.0,,,0.0
So2,1,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,,,0.0
No2,1,21.0,21.0,,21.0,21.0,21.0,21.0,21.0,21.0,,,0.0
Co,1,0.42,0.42,,0.42,0.42,0.42,0.42,0.42,0.42,,,0.0
O3,1,79.0,79.0,,79.0,79.0,79.0,79.0,79.0,79.0,,,0.0
