metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,3028,82.3335535006605,72.0,45.25969228730244,10.0,31.0,54.0,98.25,165.6500000000001,415.0,2.08836912960089,7.3218528767686415,0.0
当天AQI排名,3028,212.47060766182298,223.0,85.53491373788437,3.0,64.0,147.0,281.25,337.0,385.0,-0.3042151686525991,-0.8244210930006304,0.0
PM2.5,3028,53.79128137384412,44.0,39.314770372189585,0.0,14.0,28.0,68.0,124.0,362.0,2.406512409669143,10.052487528932433,0.0
PM10,3028,80.45871862615589,72.0,47.77619556687023,2.0,23.0,48.0,103.0,167.6500000000001,408.0,1.641125331464564,4.893510845724191,0.0
So2,3028,10.928335535006605,9.0,7.920764046227885,1.0,3.0,5.0,14.0,26.0,74.0,2.118854794471079,6.982914760982778,0.0
No2,3028,38.05779392338177,34.0,17.72318520218842,8.0,16.0,25.0,48.0,72.0,132.0,1.090439073542979,1.2293576140330345,0.0
Co,3028,0.8633025099075297,0.79,0.33017888400280376,0.32,0.48,0.64,1.0,1.47,3.3,1.7881137182705134,5.748655590099819,0.0
O3,3028,54.53335535006605,49.0,28.48785454065613,3.0,18.0,33.0,72.0,108.0,185.0,0.8366781192573085,0.5623678142019197,0.0
