质量等级,count,rate
良,1650,0.5449141347424042
优,655,0.21631439894319682
轻度污染,500,0.16512549537648613
中度污染,148,0.0488771466314399
重度污染,39,0.012879788639365918
严重污染,36,0.011889035667107
