质量等级,count,rate
优,1297,0.4667146455559554
良,1072,0.3857502698812523
轻度污染,278,0.10003598416696653
中度污染,93,0.03346527527887729
严重污染,20,0.007196833393306945
重度污染,19,0.006836991723641598
