metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,2779,56.157250809643756,53.0,50.95973890929492,0.0,0.0,0.0,80.0,147.0,421.0,1.3826822887958408,4.0219803667502205,0.0
当天AQI排名,2779,125.90176322418137,110.0,112.29900079717197,1.0,2.0,3.0,217.0,331.0,366.0,0.4621947229232282,-1.0507469931428646,0.0
PM2.5,2779,36.11514933429291,28.0,39.337298089155325,0.0,0.0,0.0,52.0,108.09999999999991,473.0,2.3376229773284427,11.494869021101236,0.0
PM10,2779,46.284274919035624,42.0,44.748120861856265,0.0,0.0,0.0,71.0,122.09999999999991,520.0,1.9835200126650694,11.47182286566234,0.0
So2,2779,20.412018711766823,5.0,32.63355037378345,0.0,0.0,0.0,26.0,97.0,209.0,2.086135691489935,4.030624632082197,0.0
No2,2779,18.9823677581864,18.0,16.436672285824297,0.0,0.0,0.0,29.0,50.0,88.0,0.6954148233023141,0.0742267525440492,0.0
Co,2779,0.4462756387189636,0.38,0.42755123087820357,0.0,0.0,0.0,0.65,1.260999999999999,2.84,1.3454516325768653,2.721541508089868,0.0
O3,2779,40.27959697732997,37.0,34.55377250139201,0.0,0.0,0.0,66.0,98.09999999999991,222.0,0.5352007292527406,-0.1891600813979415,0.0
