质量等级,count,rate
优,1810,0.6977640709329221
良,755,0.2910562837316885
轻度污染,22,0.008481110254433308
中度污染,5,0.0019275250578257518
重度污染,1,0.00038550501156515033
严重污染,1,0.00038550501156515033
