质量等级,count,rate
良,1349,0.5184473481936972
优,1092,0.4196771714066103
轻度污染,147,0.05649500384319754
中度污染,9,0.0034588777863182167
重度污染,4,0.0015372790161414297
严重污染,1,0.0003843197540353574
