质量等级,count,rate
优,1784,0.602499155690645
良,886,0.29922323539344814
轻度污染,184,0.06214116852414725
中度污染,63,0.02127659574468085
重度污染,32,0.010807159743329957
严重污染,12,0.004052684903748734
