年月,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3
2013-12,73.0,8.0,54.0,91.0,74.0,52.0,1.79,63.0
2014-01,129.33333333333334,85.46666666666667,99.0,136.53333333333333,52.266666666666666,65.16666666666667,1.6143333333333334,25.533333333333335
2014-02,77.17857142857143,61.0,55.535714285714285,73.78571428571429,31.5,35.607142857142854,1.3785714285714286,44.464285714285715
2014-03,89.2,82.0,62.733333333333334,85.06666666666666,37.56666666666667,49.43333333333333,1.3406666666666667,60.6
2014-04,79.66666666666667,85.5,52.36666666666667,70.7,28.633333333333333,39.733333333333334,1.4696666666666665,69.36666666666666
2014-05,96.54838709677419,112.41935483870968,63.41935483870968,105.61290322580645,31.419354838709676,42.0,1.5748387096774195,64.93548387096774
2014-06,85.53333333333333,112.9,54.4,73.23333333333333,20.8,28.733333333333334,1.0973333333333335,83.2
2014-07,77.83870967741936,108.87096774193549,46.45161290322581,62.12903225806452,16.774193548387096,23.258064516129032,1.090967741935484,77.45161290322581
2014-08,71.44827586206897,105.13793103448276,44.06896551724138,59.275862068965516,25.448275862068964,30.586206896551722,1.366551724137931,70.6896551724138
2014-09,66.03333333333333,102.36666666666666,38.3,52.63333333333333,25.766666666666666,26.966666666666665,1.21,75.43333333333334
2014-10,80.38709677419355,87.06451612903226,51.54838709677419,78.25806451612904,27.580645161290324,40.87096774193548,1.5496774193548386,68.16129032258064
2014-11,95.53333333333333,97.16666666666667,69.26666666666667,92.86666666666666,27.733333333333334,51.233333333333334,1.589,33.4
2014-12,87.16129032258064,93.87096774193549,60.45161290322581,96.48387096774194,40.96774193548387,54.903225806451616,1.4683870967741937,16.419354838709676
2015-01,109.03225806451613,194.96774193548387,79.7741935483871,111.58064516129032,33.354838709677416,53.774193548387096,1.5174193548387096,20.258064516129032
2015-02,81.07142857142857,140.96428571428572,57.42857142857143,80.0,17.928571428571427,28.428571428571427,1.3182142857142856,41.82142857142857
2015-03,67.09677419354838,137.6451612903226,43.935483870967744,65.61290322580645,18.387096774193548,30.35483870967742,0.955483870967742,53.16129032258065
2015-04,70.4,167.53333333333333,42.833333333333336,70.76666666666667,22.9,35.1,0.9236666666666667,68.13333333333334
2015-05,72.48387096774194,196.2258064516129,38.903225806451616,64.03225806451613,15.903225806451612,26.032258064516128,0.9335483870967742,85.70967741935483
2015-06,68.86666666666666,228.36666666666667,36.266666666666666,54.4,11.6,21.666666666666668,0.9623333333333334,83.33333333333333
2015-07,70.19354838709677,219.5483870967742,33.54838709677419,50.12903225806452,9.870967741935484,19.903225806451612,1.0148387096774194,98.3225806451613
2015-08,73.25806451612904,232.70967741935485,33.70967741935484,52.096774193548384,14.0,23.903225806451612,0.9238709677419356,103.19354838709677
2015-09,75.1,256.8333333333333,33.833333333333336,53.63333333333333,19.4,31.466666666666665,0.9753333333333334,102.6
2015-10,86.09677419354838,246.29032258064515,46.225806451612904,67.54838709677419,27.35483870967742,21.741935483870968,1.156774193548387,112.0
