质量等级,count,rate
良,1404,0.5395849346656418
优,613,0.2355880092236741
轻度污染,399,0.1533435818601076
中度污染,125,0.048039969254419675
重度污染,40,0.015372790161414296
严重污染,21,0.008070714834742506
