质量等级,count,rate
优,1381,0.46608167397907524
良,1255,0.4235572055349308
轻度污染,235,0.07931150860614242
中度污染,66,0.022274721565980427
重度污染,19,0.00641241984475194
严重污染,7,0.002362470469119136
