metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,2,42.5,42.5,13.435028842544403,33.0,33.95,37.75,47.25,51.05,52.0,,,0.0
当天AQI排名,2,96.5,96.5,105.35891039679558,22.0,29.45,59.25,133.75,163.54999999999998,171.0,,,0.0
PM2.5,2,23.0,23.0,14.142135623730951,13.0,14.0,18.0,28.0,32.0,33.0,,,0.0
PM10,2,44.0,44.0,18.384776310850235,31.0,32.3,37.5,50.5,55.699999999999996,57.0,,,0.0
So2,2,10.0,10.0,4.242640687119285,7.0,7.3,8.5,11.5,12.7,13.0,,,0.0
No2,2,32.0,32.0,24.041630560342615,15.0,16.7,23.5,40.5,47.3,49.0,,,0.0
Co,2,0.6,0.6,0.33941125496954283,0.36,0.384,0.48,0.72,0.816,0.84,,,0.0
O3,2,57.0,57.0,45.254833995939045,25.0,28.2,41.0,73.0,85.8,89.0,,,0.0
