质量等级,count,rate
优,1601,0.5287318361955086
良,1178,0.3890356671070013
轻度污染,198,0.0653896961690885
中度污染,45,0.014861294583883751
重度污染,5,0.0016512549537648614
严重污染,1,0.00033025099075297226
