质量等级,count,rate
良,1408,0.4750337381916329
优,1122,0.3785425101214575
轻度污染,322,0.10863697705802969
中度污染,81,0.027327935222672066
重度污染,27,0.009109311740890687
严重污染,4,0.001349527665317139
