质量等级,count,rate
良,1532,0.5067813430367185
优,985,0.32583526298379095
轻度污染,380,0.1257029440952696
中度污染,88,0.029110155474694012
重度污染,25,0.008269930532583526
严重污染,13,0.004300363876943433
