质量等级,count,rate
优,2004,0.7776484284051223
良,541,0.20993403181994566
轻度污染,22,0.008537058595265812
中度污染,8,0.0031043849437330227
严重污染,1,0.00038804811796662784
重度污染,1,0.00038804811796662784
