metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,2602,60.16064565718678,56.0,25.706748688795816,16.0,29.0,43.0,72.0,106.0,270.0,1.974562772929158,9.241452241472132,0.0
当天AQI排名,2602,175.27709454265948,170.0,81.33443287502156,3.0,46.05000000000001,114.0,234.0,314.0,364.0,0.13373709498557945,-0.7245567184983748,0.0
PM2.5,2602,39.48770176787087,35.0,21.408946399817033,6.0,14.0,25.0,49.0,78.0,215.0,2.041010452824327,9.359791928222915,0.0
PM10,2602,63.25172943889316,57.0,31.585272175244697,14.0,27.0,41.0,78.0,120.0,346.0,1.8563623037908537,7.52543342085096,0.0
So2,2602,17.063412759415833,14.0,11.494487201374671,2.0,6.0,10.0,21.0,39.0,113.0,2.2973087587862624,8.51967748885879,0.0
No2,2602,22.347809377401997,20.0,9.992889292604271,3.0,10.0,15.0,28.0,41.0,70.0,1.1172692627773129,1.4946082507119014,0.0
Co,2602,0.9194542659492698,0.87,0.2884566477359927,0.41,0.57,0.72,1.05,1.43,2.77,1.5695036828784081,4.391074601107095,0.0
O3,2602,49.779400461183705,48.0,23.795096208294343,3.0,13.0,33.0,64.0,93.0,146.0,0.5760146100390446,0.4062652157919535,0.0
