质量等级,count,rate
良,1324,0.5088393543428132
轻度污染,545,0.2094542659492698
优,350,0.1345119139123751
中度污染,225,0.08647194465795542
重度污染,100,0.03843197540353574
严重污染,58,0.022290545734050732
