metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,2601,63.130718954248366,58.0,30.975223073360514,13.0,24.0,42.0,77.0,123.0,287.0,1.3936783593771414,3.5783915122949614,0.0
当天AQI排名,2601,176.80199923106497,175.0,86.57220425660704,4.0,38.0,108.0,243.0,319.0,619.0,0.09208122970626108,-0.6897006403981658,0.0
PM2.5,2601,35.3598615916955,27.0,26.544963085519825,6.0,8.0,16.0,46.0,90.0,237.0,1.673713129761138,3.907716292031217,0.0
PM10,2601,67.46289888504421,58.0,42.279648994896974,11.0,17.0,37.0,87.0,151.0,343.0,1.4147167513593173,3.075688240637357,0.0
So2,2601,11.570165321030373,7.0,11.887314583669621,1.0,4.0,5.0,13.0,34.0,148.0,3.8255538955471176,22.53332979103086,0.0
No2,2601,22.104575163398692,20.0,9.561653291937217,5.0,10.0,15.0,27.0,41.0,67.0,0.9717012024935171,0.7387271924623016,0.0
Co,2601,0.6785274894271434,0.63,0.22559788962163044,0.2,0.4,0.53,0.79,1.12,1.81,1.153237834958001,1.6780506859312223,0.0
O3,2601,60.638216070742025,59.0,26.69141724140618,6.0,22.0,40.0,79.0,107.0,152.0,0.39230993217269694,-0.3743636088675757,0.0
