质量等级,count,rate
良,1472,0.5148653375306051
优,975,0.3410283315844701
轻度污染,320,0.11192724728926198
中度污染,72,0.025183630640083946
重度污染,16,0.005596362364463099
严重污染,4,0.0013990905911157748
