metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,1,108.0,108.0,,108.0,108.0,108.0,108.0,108.0,108.0,,,0.0
当天AQI排名,1,310.0,310.0,,310.0,310.0,310.0,310.0,310.0,310.0,,,0.0
PM2.5,1,44.0,44.0,,44.0,44.0,44.0,44.0,44.0,44.0,,,0.0
PM10,1,166.0,166.0,,166.0,166.0,166.0,166.0,166.0,166.0,,,0.0
So2,1,8.0,8.0,,8.0,8.0,8.0,8.0,8.0,8.0,,,0.0
No2,1,39.0,39.0,,39.0,39.0,39.0,39.0,39.0,39.0,,,0.0
Co,1,0.52,0.52,,0.52,0.52,0.52,0.52,0.52,0.52,,,0.0
O3,1,49.0,49.0,,49.0,49.0,49.0,49.0,49.0,49.0,,,0.0
