metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,1,47.0,47.0,,47.0,47.0,47.0,47.0,47.0,47.0,,,0.0
当天AQI排名,1,118.0,118.0,,118.0,118.0,118.0,118.0,118.0,118.0,,,0.0
PM2.5,1,26.0,26.0,,26.0,26.0,26.0,26.0,26.0,26.0,,,0.0
PM10,1,51.0,51.0,,51.0,51.0,51.0,51.0,51.0,51.0,,,0.0
So2,1,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,,,0.0
No2,1,42.0,42.0,,42.0,42.0,42.0,42.0,42.0,42.0,,,0.0
Co,1,0.67,0.67,,0.67,0.67,0.67,0.67,0.67,0.67,,,0.0
O3,1,22.0,22.0,,22.0,22.0,22.0,22.0,22.0,22.0,,,0.0
