metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,2602,61.77325134511914,56.0,30.29385886236052,11.0,25.0,40.0,76.0,119.0,310.0,1.586413241744839,5.1486729052174285,0.0
当天AQI排名,2602,173.9073789392775,172.0,90.7108597905379,3.0,28.0,100.25,247.0,321.9499999999998,365.0,0.02749956574417121,-0.99462388013862,0.0
PM2.5,2602,39.448116833205226,33.0,24.69574563112041,4.0,13.0,22.0,50.0,88.0,265.0,1.9181514420025885,7.169468746164411,0.0
PM10,2602,64.70906994619523,55.0,38.605611253810956,7.0,20.0,36.0,85.0,141.94999999999982,340.0,1.3513011449734318,2.6038089629084507,0.0
So2,2602,13.851268255188316,11.0,11.442137345855919,1.0,2.0,5.0,18.0,36.0,88.0,1.879036702315664,5.354250767051604,0.0
No2,2602,20.647963105303614,18.0,10.445507418157462,4.0,9.0,13.0,26.0,42.0,75.0,1.3162036488623863,2.086307898826142,0.0
Co,2602,1.2008262874711761,1.14,0.4801939260802272,0.27,0.57,0.82,1.49,2.099499999999998,3.33,0.8113413202309826,0.5576884387162355,0.0
O3,2602,58.59338970023059,56.0,22.952032007658943,5.0,25.05000000000001,43.0,71.0,101.94999999999982,163.0,0.7541041146117499,0.8909401045068321,0.0
