metric,count,mean,median,std,min,p05,p25,p75,p95,max,skew,kurt,missing_rate
AQI指数,1,48.0,48.0,,48.0,48.0,48.0,48.0,48.0,48.0,,,0.0
当天AQI排名,1,141.0,141.0,,141.0,141.0,141.0,141.0,141.0,141.0,,,0.0
PM2.5,1,30.0,30.0,,30.0,30.0,30.0,30.0,30.0,30.0,,,0.0
PM10,1,51.0,51.0,,51.0,51.0,51.0,51.0,51.0,51.0,,,0.0
So2,1,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,,,0.0
No2,1,63.0,63.0,,63.0,63.0,63.0,63.0,63.0,63.0,,,0.0
Co,1,0.96,0.96,,0.96,0.96,0.96,0.96,0.96,0.96,,,0.0
O3,1,24.0,24.0,,24.0,24.0,24.0,24.0,24.0,24.0,,,0.0
